id;cadastrado_em;modificado_em;nome;posicao;numeracao;tipo;conta_pai_id;excluido;selecionavel;essencial
110115;2017-06-27 16:07:36.59969+00;2017-06-27 16:07:36.599753+00;EMPRÉSTIMOS - Feito a Pastores;21905;2.19.05;S;214;false;true;false
218;2016-09-16 19:43:15.799145+00;2016-10-25 20:12:57.116205+00;EMPRÉSTIMOS - Outras Igrejas;21904;2.19.04;S;214;false;true;false
217;2016-09-16 19:42:58.458809+00;2016-10-25 20:12:43.187086+00;EMPRÉSTIMOS - Outras Secretarias;21903;2.19.03;S;214;false;true;false
219;2016-09-16 19:43:40.450768+00;2016-10-25 20:13:10.468182+00;EMPRÉSTIMOS - Outros;21999;2.19.99;S;214;false;true;false
215;2016-09-16 19:42:17.457577+00;2016-10-25 20:12:10.622483+00;EMPRÉSTIMOS - SGF/SRF - Secretaria de Finanças;21901;2.19.01;S;214;false;true;false
105;2016-09-14 15:37:42.860063+00;2016-10-25 21:30:22.234897+00;EVANGELISMO;209;2.09;S;2;false;false;false
149;2016-09-15 20:50:36.376239+00;2016-10-25 21:30:47.417337+00;EVANGELISMO - Cultos, Campanhas e Cruzadas Evangelisticas;20902;2.09.02;S;105;false;true;false
150;2016-09-15 20:54:24.871112+00;2016-10-25 21:31:00.730737+00;EVANGELISMO - Despesas com Obreiros e Preletores;20903;2.09.03;S;105;false;true;false
148;2016-09-15 20:49:29.936117+00;2016-10-25 21:30:34.388837+00;EVANGELISMO - Distribuição de Literatura (Revistas, Jornais, Folhetos, Bíblias);20901;2.09.01;S;105;false;true;false
151;2016-09-15 20:55:24.76229+00;2016-10-25 21:31:15.275628+00;EVANGELISMO - Divulgação e Publicidade;20904;2.09.04;S;105;false;true;false
154;2016-09-15 20:57:27.844582+00;2016-10-25 21:32:58.70796+00;EVANGELISMO - Outros;20999;2.09.99;S;88;false;true;false
152;2016-09-15 20:56:01.651047+00;2016-10-25 21:32:45.113809+00;EVANGELISMO - Pontos de Pregação;20905;2.09.05;S;105;false;true;false
153;2016-09-15 20:57:08.277754+00;2016-10-25 21:33:13.945059+00;EVANGELISMO - Visitações;20906;2.09.06;S;105;false;true;false
155;2016-09-15 20:58:17.057964+00;2016-10-25 21:24:25.479661+00;EVENTOS;213;2.13;S;2;false;false;false
156;2016-09-15 20:59:12.423836+00;2016-10-25 21:24:38.68632+00;EVENTOS - Campanhas e Gincanas;21301;2.13.01;S;155;false;true;false
166;2016-09-15 21:05:13.180012+00;2018-04-03 22:55:59.442022+00;EVENTOS - Comemorações e Festividades;21309;2.13.09;S;155;false;true;false
159;2016-09-15 21:01:17.459186+00;2016-10-25 21:25:23.016361+00;EVENTOS - Concílios Gerais;21304;2.13.04;S;155;false;true;false
160;2016-09-15 21:01:37.42293+00;2016-10-25 21:25:37.161822+00;EVENTOS - Concílios Regionais;21305;2.13.05;S;155;false;true;false
158;2016-09-15 21:00:25.01918+00;2016-10-25 21:25:08.808535+00;EVENTOS - Congressos Outros;21303;2.13.03;S;155;false;true;false
157;2016-09-15 20:59:34.751766+00;2016-10-25 21:24:55.589223+00;EVENTOS - Congressos Wesleyanos;21302;2.13.02;S;155;false;true;false
161;2016-09-15 21:02:56.575251+00;2016-10-25 21:25:52.659312+00;EVENTOS - Convenções;21306;2.13.06;S;155;false;true;false
162;2016-09-15 21:03:27.045598+00;2016-10-25 21:26:07.088641+00;EVENTOS - Encontros;21307;2.13.07;S;155;false;true;false
164;2016-09-15 21:04:06.334527+00;2016-10-25 21:26:49.650225+00;EVENTOS - Outros;21399;2.13.99;S;155;false;true;false
163;2016-09-15 21:03:46.163557+00;2016-10-25 21:26:19.854843+00;EVENTOS - Retiros;21308;2.13.08;S;155;false;true;false
170;2016-09-16 18:33:42.271595+00;2016-10-25 20:22:24.586069+00;IMPOSTOS E TAXAS;215;2.15;S;2;false;false;false
176;2016-09-16 18:37:44.731223+00;2016-10-25 21:18:21.969069+00;IMPOSTOS E TAXAS - Despesas Legais;21506;2.15.06;S;170;false;true;false
110046;2016-10-24 13:59:31.884438+00;2016-10-25 21:18:34.671985+00;IMPOSTOS E TAXAS - IOF;21507;2.15.07;S;170;false;true;false
172;2016-09-16 18:34:35.401506+00;2016-10-25 21:17:27.418442+00;IMPOSTOS E TAXAS - IPTU;21502;2.15.02;S;170;false;true;false
173;2016-09-16 18:34:57.870963+00;2016-10-25 21:17:40.640427+00;IMPOSTOS E TAXAS - IPVA;21503;2.15.03;S;170;false;true;false
110047;2016-10-24 14:00:01.923934+00;2016-11-24 19:22:29.107475+00;IMPOSTOS E TAXAS - IR;21508;2.15.08;S;170;true;true;false
110167;2019-01-09 14:01:55.100865+00;2019-02-04 14:17:14.434003+00;IMPOSTOS E TAXAS - IRRF Recolhido;21508;2.15.08;S;170;false;true;false
174;2016-09-16 18:35:30.168339+00;2016-10-25 21:17:55.609494+00;IMPOSTOS E TAXAS - ITBI;21504;2.15.04;S;170;false;true;false
175;2016-09-16 18:37:19.418353+00;2016-10-25 21:18:08.636491+00;IMPOSTOS E TAXAS - Multas;21505;2.15.05;S;170;false;true;false
177;2016-09-16 18:38:28.360287+00;2016-10-25 21:19:48.235597+00;IMPOSTOS E TAXAS - Outros;21599;2.15.99;S;170;false;true;false
179;2016-09-16 18:39:16.822329+00;2016-10-25 21:19:24.149691+00;IMPOSTOS E TAXAS - Outros Tributos Estaduais;21597;2.15.97;S;170;false;true;false
178;2016-09-16 18:38:56.407839+00;2016-10-25 21:19:35.907198+00;IMPOSTOS E TAXAS - Outros Tributos Federais;21598;2.15.98;S;170;false;true;false
180;2016-09-16 18:39:41.458113+00;2016-10-25 21:19:11.178942+00;IMPOSTOS E TAXAS - Outros Tributos Municipais;21596;2.15.96;S;170;false;true;false
171;2016-09-16 18:34:10.97066+00;2016-11-24 19:22:01.66938+00;IMPOSTOS E TAXAS - PIS;21501;2.15.01;S;170;true;false;false
181;2016-09-16 18:41:49.928464+00;2016-10-25 21:20:23.18887+00;INSTITUIÇÕES;216;2.16;S;2;false;false;false
185;2016-09-16 18:43:31.761941+00;2016-10-25 21:21:16.09467+00;INSTITUIÇÕES - AGEMIW;21604;2.16.04;S;181;false;true;false
186;2016-09-16 18:44:35.785308+00;2016-10-25 21:21:28.834951+00;INSTITUIÇÕES - AWAS - Associação Wesleyana de Assistência Social (e afins);21605;2.16.05;S;181;false;true;false
182;2016-09-16 18:42:09.009734+00;2016-10-25 21:20:36.659769+00;INSTITUIÇÕES - Acampamentos;21601;2.16.01;S;181;false;true;false
183;2016-09-16 18:42:30.910651+00;2016-10-25 21:20:49.355294+00;INSTITUIÇÕES - CEFORTE;21602;2.16.02;S;181;false;true;false
201;2016-09-16 19:03:56.198661+00;2016-10-25 21:22:22.450589+00;INSTITUIÇÕES - CP - Jornal Voz Wesleyana;21609;2.16.09;S;181;false;true;false
184;2016-09-16 18:42:52.900566+00;2016-10-25 21:21:03.003978+00;INSTITUIÇÕES - Casa Bom Pastor;21603;2.16.03;S;181;false;true;false
110149;2018-07-07 15:38:51.522761+00;2018-07-07 15:38:51.522825+00;INSTITUIÇÕES - ESCOMIW;21612;2.16.12;S;181;false;true;false
232;2016-09-21 18:02:49.878695+00;2023-01-17 23:20:46.968096+00;INSTITUIÇÕES - FIW - Fundo Imobiliário Wesleyano;21611;2.16.11;S;181;false;false;false
199;2016-09-16 18:55:11.727528+00;2016-10-25 21:21:54.021223+00;INSTITUIÇÕES - FUEMIS - Fundo de Expansão Missionária;21607;2.16.07;S;181;false;true;false
200;2016-09-16 18:56:52.25564+00;2016-10-25 21:22:08.109048+00;INSTITUIÇÕES - Outras I.M.W.;21608;2.16.08;S;181;false;true;false
202;2016-09-16 19:28:35.057066+00;2016-10-25 21:22:35.297424+00;INSTITUIÇÕES - Outras Igrejas ou Denominações;21610;2.16.10;S;181;false;true;false
187;2016-09-16 18:45:29.159538+00;2016-10-25 21:23:51.957108+00;INSTITUIÇÕES - Outras Instituições;21699;2.16.99;S;181;false;true;false
188;2016-09-16 18:46:05.299669+00;2016-10-25 21:21:40.839706+00;INSTITUIÇÕES - Outras Instituições MIssionárias;21606;2.16.06;S;181;false;true;false
110003;2016-10-20 14:13:46.684239+00;2016-10-25 21:23:32.568781+00;INSTITUIÇÕES - PAM - Plano de Adoção Missionária;21612;2.16.12;S;181;true;true;false
189;2016-09-16 18:47:55.109737+00;2016-09-16 18:47:55.109777+00;MINISTÉRIOS;217;2.17;S;2;false;false;false
110188;2022-12-12 01:32:16.965499+00;2022-12-12 01:32:16.965549+00;MINISTÉRIOS - Ação Social;21713;2.17.13;S;189;false;true;false
192;2016-09-16 18:49:50.132694+00;2016-09-19 18:38:36.165771+00;MINISTÉRIOS - Casais;21703;2.17.03;S;189;false;true;false
198;2016-09-16 18:54:04.597919+00;2016-09-19 18:38:36.211236+00;MINISTÉRIOS - Consolidação de Novos Convertidos;21708;2.17.08;S;189;false;true;false
197;2016-09-16 18:53:13.897411+00;2016-09-19 18:38:36.19671+00;MINISTÉRIOS - Coral;21707;2.17.07;S;189;false;true;false
196;2016-09-16 18:51:52.833828+00;2019-02-04 13:55:49.801801+00;MINISTÉRIOS - Dança;21712;2.17.12;S;189;false;true;false
194;2016-09-16 18:50:56.373068+00;2016-09-19 18:38:36.180596+00;MINISTÉRIOS - Diplomacia;21705;2.17.05;S;189;false;true;false
193;2016-09-16 18:50:08.718534+00;2016-09-19 18:38:36.173373+00;MINISTÉRIOS - Família;21704;2.17.04;S;189;false;true;false
231;2016-09-21 16:49:39.753287+00;2016-09-21 16:49:39.753332+00;MINISTÉRIOS - GCEUs;21709;2.17.09;S;189;false;true;false
191;2016-09-16 18:48:51.238227+00;2016-09-19 18:38:36.157808+00;MINISTÉRIOS - Intercessão;21702;2.17.02;S;189;false;true;false
190;2016-09-16 18:48:33.071963+00;2016-09-19 18:38:36.149951+00;MINISTÉRIOS - Louvor;21701;2.17.01;S;189;false;true;false
236;2016-10-05 18:30:24.217185+00;2016-10-05 18:30:24.217223+00;MINISTÉRIOS - Missões (Conselho Missionário);21711;2.17.11;S;189;false;true;false
234;2016-09-22 20:44:44.746191+00;2016-09-22 20:44:44.746264+00;MINISTÉRIOS - Santa Ceia;21710;2.17.10;S;189;false;true;false
195;2016-09-16 18:51:32.617407+00;2016-09-19 18:38:36.188736+00;MINISTÉRIOS - Teatro;21706;2.17.06;S;189;false;true;false
168;2016-09-15 21:08:30.855805+00;2016-10-25 20:00:56.102139+00;MINISTÉRIOS ECLESIÁSTICOS;214;2.14;S;2;false;false;false
169;2016-09-15 21:09:08.692137+00;2016-10-25 20:01:10.605369+00;MINISTÉRIOS ECLESIÁSTICOS - Ajuda a obreiros locais (exceto clérigos);21401;2.14.01;S;168;false;true;false
110104;2017-06-12 20:31:54.393545+00;2017-06-12 20:31:54.393592+00;MINISTÉRIOS ECLESIÁSTICOS - Congregações;21403;2.14.03;S;168;false;true;false
110119;2017-10-24 20:22:53.169804+00;2017-10-24 20:22:53.169895+00;MINISTÉRIOS ECLESIÁSTICOS - Oferta para missionários;21404;2.14.04;S;168;false;true;false
233;2016-09-22 00:02:00.45309+00;2016-10-25 20:01:53.95402+00;MINISTÉRIOS ECLESIÁSTICOS - Outros;21499;2.14.99;S;168;false;true;false
110016;2016-10-21 14:10:00.175725+00;2016-10-25 20:01:36.801153+00;MINISTÉRIOS ECLESIÁSTICOS - Pagamento a Obreiros Jubilados;21402;2.14.02;S;168;false;true;false
131;2016-09-15 20:33:14.653059+00;2016-10-25 20:18:14.143327+00;RH - RECURSOS HUMANOS;212;2.12;S;2;false;false;false
133;2016-09-15 20:35:51.865411+00;2016-10-25 20:18:40.458985+00;RH - RECURSOS HUMANOS - 13o Salário;21202;2.12.02;S;131;false;true;false
145;2016-09-15 20:43:08.312866+00;2016-10-25 20:21:14.004827+00;RH - RECURSOS HUMANOS - Assistência Médica e Social;21214;2.12.14;S;131;false;true;false
138;2016-09-15 20:37:58.959645+00;2017-05-23 22:08:38.246589+00;RH - RECURSOS HUMANOS - Contribuições Sindicais;21207;2.12.07;S;131;false;true;false
140;2016-09-15 20:39:53.206675+00;2016-10-25 20:20:12.147138+00;RH - RECURSOS HUMANOS - Fundo de Garantia - FGTS;21209;2.12.09;S;131;false;true;false
134;2016-09-15 20:36:10.863426+00;2016-10-25 20:18:52.054108+00;RH - RECURSOS HUMANOS - Férias;21203;2.12.03;S;131;false;true;false
142;2016-09-15 20:41:00.922392+00;2016-10-25 20:20:36.070176+00;RH - RECURSOS HUMANOS - INSS/GPS;21211;2.12.11;S;131;false;true;false
141;2016-09-15 20:40:39.447931+00;2016-10-25 20:20:24.269114+00;RH - RECURSOS HUMANOS - Imposto de Renda Retido na Fonte - IRRF;21210;2.12.10;S;131;false;true;false
139;2016-09-15 20:38:21.030498+00;2016-10-25 20:20:00.325748+00;RH - RECURSOS HUMANOS - Mensalidades Sindicais;21208;2.12.08;S;131;false;true;false
165;2016-09-15 21:04:37.562462+00;2016-10-25 20:21:59.343001+00;RH - RECURSOS HUMANOS - Outros;21299;2.12.99;S;131;false;true;false
147;2016-09-15 20:45:19.452437+00;2016-10-25 20:21:41.184475+00;RH - RECURSOS HUMANOS - PIS sobre folha;21216;2.12.16;S;131;false;true;false
137;2016-09-15 20:37:35.879229+00;2016-10-25 20:19:34.093266+00;RH - RECURSOS HUMANOS - Pensões Alimentícias;21206;2.12.06;S;131;false;true;false
135;2016-09-15 20:36:31.719392+00;2017-05-23 22:08:11.692721+00;RH - RECURSOS HUMANOS - Prêmios e Gratificações;21204;2.12.04;S;131;false;true;false
136;2016-09-15 20:37:00.31953+00;2016-10-25 20:19:20.040888+00;RH - RECURSOS HUMANOS - Recisões;21205;2.12.05;S;131;false;true;false
132;2016-09-15 20:33:42.074058+00;2016-10-25 20:18:27.471246+00;RH - RECURSOS HUMANOS - Salários dos Funcionarios;21201;2.12.01;S;131;false;true;false
146;2016-09-15 20:43:32.941581+00;2016-10-25 20:21:28.082326+00;RH - RECURSOS HUMANOS - Seguro de Vida dos Empregados;21215;2.12.15;S;131;false;true;false
110111;2017-06-21 00:32:59.568863+00;2017-06-21 00:32:59.56891+00;RH - RECURSOS HUMANOS - Serviços;21217;2.12.17;S;131;false;true;false
144;2016-09-15 20:42:20.492088+00;2017-11-10 13:06:23.60903+00;RH - RECURSOS HUMANOS - Vale Alimentação (cesta basica);21213;2.12.13;S;131;false;true;false
110123;2017-11-10 13:07:35.792824+00;2017-11-10 13:07:35.792901+00;RH - RECURSOS HUMANOS - Vale Refeição (ticket alimentação);21218;2.12.18;S;131;false;true;false
143;2016-09-15 20:41:52.942337+00;2016-10-25 20:20:48.99419+00;RH - RECURSOS HUMANOS - Vale Transporte;21212;2.12.12;S;131;false;true;false
2;2016-05-24 02:07:26.124+00;2016-10-25 22:16:17.747645+00;SAÍDAS;2;2;S;\0;false;false;false
203;2016-09-16 19:29:13.007123+00;2016-10-25 20:06:23.163631+00;SECRETARIAS;218;2.18;S;2;false;false;false
110004;2016-10-20 14:15:51.598286+00;2022-05-31 20:16:19.424428+00;SECRETARIAS - AGEMIW - PAM - Plano de Adoção Missionária (Missões);21813;2.18.13;S;203;false;true;false
225;2016-09-21 14:39:18.756989+00;2016-09-21 14:41:40.539337+00;SECRETARIAS - Distritos;21813;2.18.13;S;203;true;false;true
110199;2023-08-20 00:25:58.14471+00;2023-08-20 00:25:58.144738+00;SECRETARIAS - SGA - Aquisição de Imoveis;21850;2.18.50;S;203;false;true;false
110196;2023-08-20 00:22:12.231019+00;2023-08-20 00:22:12.231047+00;SECRETARIAS - SGA - Empréstimo para FIW;21841;2.18.41;S;203;false;true;false
110197;2023-08-20 00:23:09.516598+00;2023-08-20 00:23:09.516637+00;SECRETARIAS - SGA - Empréstimo para Igrejas;21842;2.18.42;S;203;false;true;false
110195;2023-08-20 00:21:41.25375+00;2023-08-20 00:21:41.253779+00;SECRETARIAS - SGA - Empréstimo para SRA;21840;2.18.40;S;203;false;true;false
211;2016-09-16 19:39:24.317256+00;2016-10-25 20:09:39.167427+00;SECRETARIAS - SGA - Geral de Administração;21808;2.18.08;S;203;false;true;false
110200;2023-08-20 00:26:27.492153+00;2023-08-20 00:26:27.492193+00;SECRETARIAS - SGA - Reforma de Imoveis;21851;2.18.51;S;203;false;true;false
110201;2023-08-20 00:27:07.815941+00;2023-08-20 00:27:38.704494+00;SECRETARIAS - SGA - Repasse a Obreiros;21836;2.18.36;S;203;false;true;false
110194;2023-08-20 00:19:07.238133+00;2023-08-20 00:19:07.238162+00;SECRETARIAS - SGA - Repasse para FIW;21834;2.18.34;S;203;false;true;false
110193;2023-08-20 00:17:31.048832+00;2023-08-20 00:17:31.048865+00;SECRETARIAS - SGA - Repasse para Fundo Episcopal;21833;2.18.33;S;203;false;true;false
110198;2023-08-20 00:24:28.983623+00;2023-08-20 00:24:28.983654+00;SECRETARIAS - SGA - Repasse para Igrejas;21835;2.18.35;S;203;false;true;false
110190;2023-08-20 00:15:10.935147+00;2023-08-20 00:15:10.935176+00;SECRETARIAS - SGA - Repasse para SGA;21830;2.18.30;S;203;false;true;false
110191;2023-08-20 00:15:43.563101+00;2023-08-20 00:15:43.563142+00;SECRETARIAS - SGA - Repasse para SRA;21831;2.18.31;S;203;false;true;false
110192;2023-08-20 00:16:08.869758+00;2023-08-20 00:20:16.942646+00;SECRETARIAS - SGA - Repasse para SRF;21832;2.18.32;S;203;false;true;false
110171;2019-05-29 23:37:10.285808+00;2022-03-03 04:19:30.312339+00;SECRETARIAS - SGAS - 25% do FIW dos Clérigos;21819;2.18.19;S;203;false;false;false
213;2016-09-16 19:40:20.564337+00;2016-10-25 20:10:06.009148+00;SECRETARIAS - SGAS - Geral de Ação Social;21810;2.18.10;S;203;false;true;false
212;2016-09-16 19:39:51.271943+00;2016-10-25 20:09:51.907012+00;SECRETARIAS - SGEC - Geral de Educação Cristã;21809;2.18.09;S;203;false;true;false
209;2016-09-16 19:36:58.698613+00;2016-10-25 20:09:00.345756+00;SECRETARIAS - SGF - Geral de Finanças;21806;2.18.06;S;203;false;true;false
210;2016-09-16 19:38:50.090252+00;2016-10-25 20:09:16.48298+00;SECRETARIAS - SGM - Geral de Missões (Missões Estrangeiras);21807;2.18.07;S;203;false;true;false
110090;2016-10-26 18:14:28.854655+00;2016-10-26 18:16:29.624887+00;SECRETARIAS - SGM - Sustento de Missionários;21814;2.18.14;S;203;false;true;false
110118;2017-09-20 01:59:29.254311+00;2017-09-20 01:59:29.254389+00;SECRETARIAS - SGM/SGF - Estorno de depósito bancário;21815;2.18.15;S;203;false;true;false
